,region,category,mode,powertrain,year,percent of vehicles
0,Australia,Historical,Cars,EV,2011,0.000390000001062
7,Australia,Historical,Cars,EV,2012,0.002400000113994
12,Australia,Historical,Cars,EV,2013,0.004600000102073
19,Australia,Historical,Cars,EV,2014,0.014000000432134
24,Australia,Historical,Cars,EV,2015,0.027000000700355
31,Australia,Historical,Cars,EV,2016,0.037000000476837
36,Australia,Historical,Cars,EV,2017,0.052000001072884
47,Australia,Historical,Cars,EV,2018,0.076999999582768
52,Australia,Historical,Cars,EV,2019,0.140000000596046
61,Australia,Historical,Cars,EV,2020,0.180000007152557
67,Australia,Historical,Cars,EV,2021,0.319999992847443
81,Australia,Historical,Cars,EV,2022,0.589999973773956
86,Australia,Historical,Cars,EV,2023,1.20000004768372
95,Austria,Historical,Cars,EV,2010,0.00789999961853
96,Austria,Historical,Cars,EV,2011,0.021999999880791
104,Austria,Historical,Cars,EV,2012,0.032999999821186
105,Austria,Historical,Cars,EV,2013,0.052999999374151
120,Austria,Historical,Cars,EV,2014,0.089000001549721
121,Austria,Historical,Cars,EV,2015,0.140000000596046
139,Austria,Historical,Cars,EV,2016,0.239999994635582
140,Austria,Historical,Cars,EV,2017,0.379999995231628
159,Austria,Historical,Cars,EV,2018,0.529999971389771
160,Austria,Historical,Cars,EV,2019,0.75
179,Austria,Historical,Cars,EV,2020,1.20000004768372
180,Austria,Historical,Cars,EV,2021,2.09999990463257
199,Austria,Historical,Cars,EV,2022,3.0
200,Austria,Historical,Cars,EV,2023,4.40000009536743
220,Belgium,Historical,Buses,EV,2010,0.018999999389052
222,Belgium,Historical,Vans,EV,2010,0.010999999940395
223,Belgium,Historical,Cars,EV,2010,0.001300000003539
224,Belgium,Historical,Trucks,EV,2010,0.001300000003539
225,Belgium,Historical,Trucks,EV,2011,0.00400000018999
226,Belgium,Historical,Cars,EV,2011,0.00650000013411
228,Belgium,Historical,Vans,EV,2011,0.013000000268221
230,Belgium,Historical,Buses,EV,2011,0.018999999389052
252,Belgium,Historical,Buses,EV,2012,0.018999999389052
254,Belgium,Historical,Vans,EV,2012,0.052999999374151
255,Belgium,Historical,Cars,EV,2012,0.021999999880791
256,Belgium,Historical,Trucks,EV,2012,0.004800000227988
257,Belgium,Historical,Trucks,EV,2013,0.004800000227988
258,Belgium,Historical,Cars,EV,2013,0.032999999821186
259,Belgium,Historical,Vans,EV,2013,0.06700000166893
261,Belgium,Historical,Buses,EV,2013,0.018999999389052
289,Belgium,Historical,Buses,EV,2014,0.239999994635582
291,Belgium,Historical,Vans,EV,2014,0.079000003635883
293,Belgium,Historical,Cars,EV,2014,0.06700000166893
295,Belgium,Historical,Trucks,EV,2014,0.00760000012815
296,Belgium,Historical,Trucks,EV,2015,0.008399999700487
297,Belgium,Historical,Cars,EV,2015,0.129999995231628
298,Belgium,Historical,Vans,EV,2015,0.08500000089407
300,Belgium,Historical,Buses,EV,2015,0.529999971389771
331,Belgium,Historical,Buses,EV,2016,0.75
333,Belgium,Historical,Vans,EV,2016,0.097000002861023
334,Belgium,Historical,Cars,EV,2016,0.280000001192093
336,Belgium,Historical,Trucks,EV,2016,0.009100000374019
337,Belgium,Historical,Trucks,EV,2017,0.009700000286102
338,Belgium,Historical,Cars,EV,2017,0.529999971389771
339,Belgium,Historical,Vans,EV,2017,0.109999999403954
341,Belgium,Historical,Buses,EV,2017,0.910000026226044
379,Belgium,Historical,Buses,EV,2018,1.10000002384186
381,Belgium,Historical,Vans,EV,2018,0.129999995231628
382,Belgium,Historical,Cars,EV,2018,0.740000009536743
384,Belgium,Historical,Trucks,EV,2018,0.012000000104308
385,Belgium,Historical,Trucks,EV,2019,0.012000000104308
386,Belgium,Historical,Cars,EV,2019,1.0
388,Belgium,Historical,Buses,EV,2019,1.39999997615814
397,Belgium,Historical,Vans,EV,2019,0.170000001788139
421,Belgium,Historical,Vans,EV,2020,0.219999998807907
431,Belgium,Historical,Buses,EV,2020,1.79999995231628
433,Belgium,Historical,Cars,EV,2020,1.79999995231628
435,Belgium,Historical,Trucks,EV,2020,0.013000000268221
436,Belgium,Historical,Trucks,EV,2021,0.016000000759959
438,Belgium,Historical,Cars,EV,2021,2.90000009536743
440,Belgium,Historical,Buses,EV,2021,2.09999990463257
450,Belgium,Historical,Vans,EV,2021,0.300000011920929
477,Belgium,Historical,Vans,EV,2022,0.509999990463257
487,Belgium,Historical,Buses,EV,2022,2.20000004768372
489,Belgium,Historical,Cars,EV,2022,4.59999990463257
491,Belgium,Historical,Trucks,EV,2022,0.028000000864267
492,Belgium,Historical,Trucks,EV,2023,0.170000001788139
494,Belgium,Historical,Cars,EV,2023,8.19999980926514
496,Belgium,Historical,Buses,EV,2023,6.0
508,Belgium,Historical,Vans,EV,2023,0.889999985694885
539,Brazil,Historical,Cars,EV,2014,0.000159999995958
540,Brazil,Historical,Cars,EV,2015,0.000380000012228
543,Brazil,Historical,Buses,EV,2015,0.00079999997979
556,Brazil,Historical,Buses,EV,2016,0.000820000015665
559,Brazil,Historical,Cars,EV,2016,0.00079999997979
560,Brazil,Historical,Cars,EV,2017,0.001700000022538
563,Brazil,Historical,Buses,EV,2017,0.001300000003539
583,Brazil,Historical,Buses,EV,2018,0.004999999888241
585,Brazil,Historical,Vans,EV,2018,7.5999996624887e-05
587,Brazil,Historical,Cars,EV,2018,0.002499999944121
588,Brazil,Historical,Trucks,EV,2018,0.001900000032038
595,Brazil,Historical,Trucks,EV,2019,0.003000000026077
596,Brazil,Historical,Cars,EV,2019,0.007000000216067
598,Brazil,Historical,Vans,EV,2019,0.000280000007479
600,Brazil,Historical,Buses,EV,2019,0.017000000923872
625,Brazil,Historical,Buses,EV,2020,0.016000000759959
627,Brazil,Historical,Vans,EV,2020,0.000479999987874
629,Brazil,Historical,Cars,EV,2020,0.013000000268221
630,Brazil,Historical,Trucks,EV,2020,0.00359999993816
637,Brazil,Historical,Trucks,EV,2021,0.017000000923872
638,Brazil,Historical,Cars,EV,2021,0.046000000089407
640,Brazil,Historical,Vans,EV,2021,0.00289999996312
642,Brazil,Historical,Buses,EV,2021,0.063000001013279
672,Brazil,Historical,Buses,EV,2022,0.170000001788139
674,Brazil,Historical,Vans,EV,2022,0.01799999922514
676,Brazil,Historical,Cars,EV,2022,0.089000001549721
677,Brazil,Historical,Trucks,EV,2022,0.046999998390675
684,Brazil,Historical,Trucks,EV,2023,0.079000003635883
685,Brazil,Historical,Cars,EV,2023,0.209999993443489
687,Brazil,Historical,Vans,EV,2023,0.021999999880791
689,Brazil,Historical,Buses,EV,2023,0.209999993443489
736,Canada,Historical,Cars,EV,2011,0.00289999996312
737,Canada,Historical,Trucks,EV,2011,0.000209999998333
746,Canada,Historical,Trucks,EV,2012,0.000479999987874
747,Canada,Historical,Cars,EV,2012,0.013000000268221
762,Canada,Historical,Cars,EV,2013,0.027000000700355
763,Canada,Historical,Trucks,EV,2013,0.001200000056997
772,Canada,Historical,Trucks,EV,2014,0.001599999959581
773,Canada,Historical,Cars,EV,2014,0.052999999374151
788,Canada,Historical,Cars,EV,2015,0.083999998867512
789,Canada,Historical,Trucks,EV,2015,0.002099999925122
791,Canada,Historical,Vans,EV,2015,0.000209999998333
809,Canada,Historical,Vans,EV,2016,0.000199999994948
811,Canada,Historical,Trucks,EV,2016,0.002000000094995
812,Canada,Historical,Cars,EV,2016,0.129999995231628
825,Canada,Historical,Cars,EV,2017,0.209999993443489
826,Canada,Historical,Trucks,EV,2017,0.001900000032038
828,Canada,Historical,Vans,EV,2017,0.000190000006114
843,Canada,Historical,Vans,EV,2018,0.000180000002729
845,Canada,Historical,Buses,EV,2018,0.028999999165535
846,Canada,Historical,Trucks,EV,2018,0.002300000051036
847,Canada,Historical,Cars,EV,2018,0.379999995231628
864,Canada,Historical,Cars,EV,2019,0.589999973773956
865,Canada,Historical,Vans,EV,2019,0.000169999999343
866,Canada,Historical,Trucks,EV,2019,0.002099999925122
867,Canada,Historical,Buses,EV,2019,0.100000001490116
886,Canada,Historical,Buses,EV,2020,0.370000004768372
887,Canada,Historical,Trucks,EV,2020,0.000199999994948
888,Canada,Historical,Cars,EV,2020,0.829999983310699
908,Canada,Historical,Cars,EV,2021,1.20000004768372
909,Canada,Historical,Trucks,EV,2021,0.000839999993332
910,Canada,Historical,Buses,EV,2021,0.600000023841858
931,Canada,Historical,Buses,EV,2022,0.97000002861023
932,Canada,Historical,Trucks,EV,2022,0.032000001519919
933,Canada,Historical,Cars,EV,2022,1.70000004768372
955,Canada,Historical,Cars,EV,2023,2.29999995231628
956,Canada,Historical,Trucks,EV,2023,0.100000001490116
957,Canada,Historical,Buses,EV,2023,2.40000009536743
969,Chile,Historical,Cars,EV,2011,0.000220000001718
978,Chile,Historical,Cars,EV,2012,0.000380000012228
981,Chile,Historical,Cars,EV,2013,0.000509999983478
992,Chile,Historical,Cars,EV,2014,0.001000000047497
995,Chile,Historical,Cars,EV,2015,0.002099999925122
1008,Chile,Historical,Cars,EV,2016,0.00289999996312
1011,Chile,Historical,Cars,EV,2017,0.00650000013411
1024,Chile,Historical,Cars,EV,2018,0.010999999940395
1027,Chile,Historical,Cars,EV,2019,0.017000000923872
1040,Chile,Historical,Cars,EV,2020,0.021999999880791
1043,Chile,Historical,Cars,EV,2021,0.035000000149012
1060,Chile,Historical,Cars,EV,2022,0.068000003695488
1063,Chile,Historical,Cars,EV,2023,0.086999997496605
1084,China,Historical,Buses,EV,2010,0.054999999701977
1086,China,Historical,Vans,EV,2010,0.005499999970198
1088,China,Historical,Cars,EV,2010,0.003100000089034
1089,China,Historical,Trucks,EV,2010,0.000110000000859
1102,China,Historical,Trucks,EV,2011,0.000769999984186
1103,China,Historical,Cars,EV,2011,0.009200000204146
1105,China,Historical,Vans,EV,2011,0.008899999782443
1107,China,Historical,Buses,EV,2011,0.119999997317791
1138,China,Historical,Buses,EV,2012,0.189999997615814
1140,China,Historical,Vans,EV,2012,0.014000000432134
1142,China,Historical,Cars,EV,2012,0.018999999389052
1143,China,Historical,Trucks,EV,2012,0.003199999919161
1156,China,Historical,Trucks,EV,2013,0.00760000012815
1157,China,Historical,Cars,EV,2013,0.030999999493361
1159,China,Historical,Vans,EV,2013,0.019999999552965
1161,China,Historical,Buses,EV,2013,0.28999999165535
1194,China,Historical,Buses,EV,2014,0.889999985694885
1196,China,Historical,Vans,EV,2014,0.025000000372529
1198,China,Historical,Cars,EV,2014,0.070000000298023
1199,China,Historical,Trucks,EV,2014,0.00870000012219
1214,China,Historical,Trucks,EV,2015,0.08500000089407
1215,China,Historical,Cars,EV,2015,0.209999993443489
1218,China,Historical,Vans,EV,2015,0.140000000596046
1220,China,Historical,Buses,EV,2015,3.59999990463257
1262,China,Historical,Buses,EV,2016,6.59999990463257
1264,China,Historical,Vans,EV,2016,0.469999998807907
1267,China,Historical,Cars,EV,2016,0.389999985694885
1268,China,Historical,Trucks,EV,2016,0.300000011920929
1285,China,Historical,Trucks,EV,2017,0.589999973773956
1286,China,Historical,Cars,EV,2017,0.660000026226044
1289,China,Historical,Vans,EV,2017,0.97000002861023
1291,China,Historical,Buses,EV,2017,9.39999961853027
1339,China,Historical,Buses,EV,2018,12.0
1341,China,Historical,Vans,EV,2018,1.5
1344,China,Historical,Cars,EV,2018,1.10000002384186
1345,China,Historical,Trucks,EV,2018,0.709999978542328
1362,China,Historical,Trucks,EV,2019,0.759999990463257
1363,China,Historical,Cars,EV,2019,1.5
1366,China,Historical,Vans,EV,2019,1.70000004768372
1368,China,Historical,Buses,EV,2019,15.0
1405,China,Projection-APS,Buses,EV,2020,17.0
1450,China,Historical,Buses,EV,2020,17.0
1452,China,Historical,Vans,EV,2020,1.70000004768372
1455,China,Historical,Cars,EV,2020,1.89999997615814
1456,China,Historical,Trucks,EV,2020,0.759999990463257
1471,China,Projection-APS,Vans,EV,2020,1.70000004768372
1473,China,Projection-APS,Cars,EV,2020,1.89999997615814
1475,China,Projection-APS,Trucks,EV,2020,0.759999990463257
1495,China,Projection-STEPS,Buses,EV,2020,17.0
1497,China,Projection-STEPS,Vans,EV,2020,1.70000004768372
1499,China,Projection-STEPS,Cars,EV,2020,1.89999997615814
1501,China,Projection-STEPS,Trucks,EV,2020,0.759999990463257
1546,China,Projection-STEPS,Trucks,EV,2021,0.779999971389771
1548,China,Projection-STEPS,Cars,EV,2021,3.09999990463257
1550,China,Projection-STEPS,Vans,EV,2021,2.0
1552,China,Projection-STEPS,Buses,EV,2021,20.0
1561,China,Projection-APS,Trucks,EV,2021,0.779999971389771
1563,China,Projection-APS,Cars,EV,2021,3.09999990463257
1565,China,Projection-APS,Vans,EV,2021,2.0
1583,China,Historical,Trucks,EV,2021,0.779999971389771
1584,China,Historical,Cars,EV,2021,3.09999990463257
1587,China,Historical,Vans,EV,2021,2.0
1589,China,Historical,Buses,EV,2021,20.0
1650,China,Projection-APS,Buses,EV,2021,20.0
1669,China,Projection-APS,Buses,EV,2022,22.0
1735,China,Historical,Buses,EV,2022,22.0
1737,China,Historical,Vans,EV,2022,2.59999990463257
1740,China,Historical,Cars,EV,2022,5.09999990463257
1741,China,Historical,Trucks,EV,2022,0.889999985694885
1759,China,Projection-APS,Vans,EV,2022,2.59999990463257
1761,China,Projection-APS,Cars,EV,2022,5.09999990463257
1763,China,Projection-APS,Trucks,EV,2022,0.889999985694885
1767,China,Projection-STEPS,Buses,EV,2022,22.0
1769,China,Projection-STEPS,Vans,EV,2022,2.59999990463257
1771,China,Projection-STEPS,Cars,EV,2022,5.09999990463257
1773,China,Projection-STEPS,Trucks,EV,2022,0.889999985694885
1821,China,Projection-STEPS,Trucks,EV,2023,1.0
1823,China,Projection-STEPS,Cars,EV,2023,7.59999990463257
1825,China,Projection-STEPS,Vans,EV,2023,3.59999990463257
1827,China,Projection-STEPS,Buses,EV,2023,25.0
1831,China,Projection-APS,Trucks,EV,2023,1.0
1833,China,Projection-APS,Cars,EV,2023,7.59999990463257
1835,China,Projection-APS,Vans,EV,2023,3.59999990463257
1852,China,Historical,Trucks,EV,2023,1.0
1853,China,Historical,Cars,EV,2023,7.59999990463257
1856,China,Historical,Vans,EV,2023,3.59999990463257
1858,China,Historical,Buses,EV,2023,25.0
1923,China,Projection-APS,Buses,EV,2023,25.0
1938,China,Projection-APS,Buses,EV,2025,32.0
1939,China,Projection-APS,Trucks,EV,2025,2.0
2012,China,Projection-APS,Vans,EV,2025,6.0
2014,China,Projection-APS,Cars,EV,2025,14.0
2018,China,Projection-STEPS,Buses,EV,2025,32.0
2021,China,Projection-STEPS,Vans,EV,2025,6.0
2023,China,Projection-STEPS,Cars,EV,2025,14.0
2024,China,Projection-STEPS,Trucks,EV,2025,2.0
2025,China,Projection-STEPS,Trucks,EV,2030,6.0
2026,China,Projection-STEPS,Cars,EV,2030,31.0
2028,China,Projection-STEPS,Vans,EV,2030,19.0
2031,China,Projection-STEPS,Buses,EV,2030,50.0
2035,China,Projection-APS,Cars,EV,2030,31.0
2037,China,Projection-APS,Vans,EV,2030,19.0
2113,China,Projection-APS,Trucks,EV,2030,7.0
2114,China,Projection-APS,Buses,EV,2030,50.0
2118,China,Projection-APS,Buses,EV,2035,58.0
2119,China,Projection-APS,Trucks,EV,2035,17.0
2196,China,Projection-APS,Vans,EV,2035,39.0
2198,China,Projection-APS,Cars,EV,2035,52.0
2202,China,Projection-STEPS,Buses,EV,2035,58.0
2205,China,Projection-STEPS,Vans,EV,2035,39.0
2207,China,Projection-STEPS,Cars,EV,2035,52.0
2208,China,Projection-STEPS,Trucks,EV,2035,17.0
2316,Denmark,Historical,Cars,EV,2010,0.003700000001118
2317,Denmark,Historical,Trucks,EV,2010,0.019999999552965
2320,Denmark,Historical,Vans,EV,2010,0.001399999950081
2336,Denmark,Historical,Vans,EV,2011,0.006800000090152
2338,Denmark,Historical,Buses,EV,2011,0.010999999940395
2340,Denmark,Historical,Trucks,EV,2011,0.023000000044704
2341,Denmark,Historical,Cars,EV,2011,0.023000000044704
2344,Denmark,Historical,Cars,EV,2012,0.056000001728535
2345,Denmark,Historical,Trucks,EV,2012,0.024000000208616
2348,Denmark,Historical,Buses,EV,2012,0.023000000044704
2350,Denmark,Historical,Vans,EV,2012,0.054999999701977
2380,Denmark,Historical,Vans,EV,2013,0.079999998211861
2382,Denmark,Historical,Buses,EV,2013,0.048000000417233
2385,Denmark,Historical,Trucks,EV,2013,0.027000000700355
2386,Denmark,Historical,Cars,EV,2013,0.068000003695488
2389,Denmark,Historical,Cars,EV,2014,0.129999995231628
2390,Denmark,Historical,Vans,EV,2014,0.092000000178814
2391,Denmark,Historical,Trucks,EV,2014,0.027000000700355
2392,Denmark,Historical,Buses,EV,2014,0.046999998390675
2422,Denmark,Historical,Buses,EV,2015,0.046999998390675
2423,Denmark,Historical,Trucks,EV,2015,0.027000000700355
2424,Denmark,Historical,Vans,EV,2015,0.170000001788139
2425,Denmark,Historical,Cars,EV,2015,0.349999994039536
2428,Denmark,Historical,Cars,EV,2016,0.400000005960465
2429,Denmark,Historical,Vans,EV,2016,0.200000002980232
2430,Denmark,Historical,Trucks,EV,2016,0.018999999389052
2431,Denmark,Historical,Buses,EV,2016,0.070000000298023
2465,Denmark,Historical,Buses,EV,2017,0.071000002324581
2466,Denmark,Historical,Trucks,EV,2017,0.017000000923872
2468,Denmark,Historical,Vans,EV,2017,0.180000007152557
2469,Denmark,Historical,Cars,EV,2017,0.419999986886978
2472,Denmark,Historical,Cars,EV,2018,0.589999973773956
2473,Denmark,Historical,Vans,EV,2018,0.230000004172325
2475,Denmark,Historical,Trucks,EV,2018,0.017000000923872
2476,Denmark,Historical,Buses,EV,2018,0.065999999642372
2516,Denmark,Historical,Buses,EV,2019,0.889999985694885
2517,Denmark,Historical,Trucks,EV,2019,0.027000000700355
2519,Denmark,Historical,Vans,EV,2019,0.310000002384186
2520,Denmark,Historical,Cars,EV,2019,0.959999978542328
2523,Denmark,Historical,Cars,EV,2020,2.29999995231628
2524,Denmark,Historical,Vans,EV,2020,0.469999998807907
2526,Denmark,Historical,Trucks,EV,2020,0.05799999833107
2527,Denmark,Historical,Buses,EV,2020,0.939999997615814
2574,Denmark,Historical,Buses,EV,2021,3.0
2575,Denmark,Historical,Trucks,EV,2021,0.109999999403954
2577,Denmark,Historical,Vans,EV,2021,0.920000016689301
2578,Denmark,Historical,Cars,EV,2021,5.19999980926514
2581,Denmark,Historical,Cars,EV,2022,7.80000019073486
2582,Denmark,Historical,Vans,EV,2022,1.5
2584,Denmark,Historical,Trucks,EV,2022,0.200000002980232
2585,Denmark,Historical,Buses,EV,2022,6.5
2629,Denmark,Historical,Buses,EV,2023,8.5
2630,Denmark,Historical,Trucks,EV,2023,0.980000019073486
2632,Denmark,Historical,Vans,EV,2023,2.40000009536743
2633,Denmark,Historical,Cars,EV,2023,11.0
2666,EU27,Historical,Trucks,EV,2010,0.002199999988079
2675,EU27,Historical,Buses,EV,2010,0.300000011920929
2677,EU27,Historical,Vans,EV,2010,0.013000000268221
2679,EU27,Historical,Cars,EV,2010,0.002400000113994
2687,EU27,Historical,Cars,EV,2011,0.006099999882281
2689,EU27,Historical,Vans,EV,2011,0.020999999716878
2691,EU27,Historical,Buses,EV,2011,0.300000011920929
2699,EU27,Historical,Trucks,EV,2011,0.002400000113994
2716,EU27,Historical,Trucks,EV,2012,0.003000000026077
2725,EU27,Historical,Buses,EV,2012,0.239999994635582
2727,EU27,Historical,Vans,EV,2012,0.046999998390675
2729,EU27,Historical,Cars,EV,2012,0.014999999664724
2735,EU27,Historical,Cars,EV,2013,0.037000000476837
2737,EU27,Historical,Vans,EV,2013,0.074000000953674
2739,EU27,Historical,Buses,EV,2013,0.170000001788139
2749,EU27,Historical,Trucks,EV,2013,0.003500000108033
2768,EU27,Historical,Trucks,EV,2014,0.003899999894202
2782,EU27,Historical,Buses,EV,2014,0.140000000596046
2784,EU27,Historical,Vans,EV,2014,0.098999999463558
2786,EU27,Historical,Cars,EV,2014,0.063000001013279
2791,EU27,Historical,Cars,EV,2015,0.119999997317791
2793,EU27,Historical,Vans,EV,2015,0.129999995231628
2795,EU27,Historical,Buses,EV,2015,0.209999993443489
2808,EU27,Historical,Trucks,EV,2015,0.004499999806285
2831,EU27,Historical,Trucks,EV,2016,0.005599999800324
2845,EU27,Historical,Buses,EV,2016,0.28999999165535
2847,EU27,Historical,Vans,EV,2016,0.180000007152557
2849,EU27,Historical,Cars,EV,2016,0.170000001788139
2854,EU27,Historical,Cars,EV,2017,0.25
2856,EU27,Historical,Vans,EV,2017,0.230000004172325
2858,EU27,Historical,Buses,EV,2017,0.360000014305115
2872,EU27,Historical,Trucks,EV,2017,0.006200000178069
2897,EU27,Historical,Trucks,EV,2018,0.012000000104308
2910,EU27,Historical,Buses,EV,2018,0.360000014305115
2912,EU27,Historical,Vans,EV,2018,0.310000002384186
2914,EU27,Historical,Cars,EV,2018,0.349999994039536
2919,EU27,Historical,Cars,EV,2019,0.490000009536743
2921,EU27,Historical,Vans,EV,2019,0.389999985694885
2923,EU27,Historical,Buses,EV,2019,0.709999978542328
2936,EU27,Historical,Trucks,EV,2019,0.008899999782443
2962,EU27,Historical,Trucks,EV,2020,0.010999999940395
2975,EU27,Historical,Buses,EV,2020,1.0
2977,EU27,Historical,Vans,EV,2020,0.479999989271164
2979,EU27,Historical,Cars,EV,2020,0.930000007152557
2986,EU27,Historical,Cars,EV,2021,1.70000004768372
2988,EU27,Historical,Vans,EV,2021,0.629999995231628
2990,EU27,Historical,Buses,EV,2021,1.5
3005,EU27,Historical,Trucks,EV,2021,0.030999999493361
3028,EU27,Historical,Trucks,EV,2022,0.054000001400709
3042,EU27,Historical,Buses,EV,2022,2.0
3044,EU27,Historical,Vans,EV,2022,0.800000011920929
3046,EU27,Historical,Cars,EV,2022,2.5
3053,EU27,Historical,Cars,EV,2023,3.59999990463257
3055,EU27,Historical,Vans,EV,2023,1.20000004768372
3057,EU27,Historical,Buses,EV,2023,2.70000004768372
3071,EU27,Historical,Trucks,EV,2023,0.280000001192093
3101,Europe,Historical,Vans,EV,2010,0.023000000044704
3102,Europe,Historical,Buses,EV,2010,0.439999997615814
3105,Europe,Historical,Cars,EV,2010,0.003899999894202
3107,Europe,Historical,Trucks,EV,2010,0.016000000759959
3134,Europe,Historical,Trucks,EV,2011,0.014000000432134
3137,Europe,Historical,Cars,EV,2011,0.00789999961853
3140,Europe,Historical,Buses,EV,2011,0.449999988079071
3141,Europe,Historical,Vans,EV,2011,0.028000000864267
3173,Europe,Historical,Vans,EV,2012,0.0489999987185
3174,Europe,Historical,Buses,EV,2012,0.400000005960465
3177,Europe,Historical,Cars,EV,2012,0.01799999922514
3180,Europe,Historical,Trucks,EV,2012,0.012000000104308
3206,Europe,Historical,Trucks,EV,2013,0.010999999940395
3207,Europe,Historical,Cars,EV,2013,0.03999999910593
3212,Europe,Historical,Buses,EV,2013,0.360000014305115
3213,Europe,Historical,Vans,EV,2013,0.068999998271465
3257,Europe,Historical,Vans,EV,2014,0.090999998152256
3258,Europe,Historical,Buses,EV,2014,0.310000002384186
